candidate_phrase,frequency,source,score,action_code,standard_form
month rose,24,Gensim,32.6194277902141,3,
i 'd,24,Gensim,67.59607482698962,2,
mr. oldenburg,24,Gensim,66.71310723128148,1,claes_oldenburg
analyst with,24,Gensim,12.420939585047073,3,
treasury secretary,24,Gensim,278.57776292335114,1,treasury_secretary
could lead,24,Gensim,50.0739740950489,2,
some traders,24,Gensim,15.234180423350052,3,
participate in,24,Gensim,10.809181939062578,2,
look at,24,Gensim,14.018722921394676,2,
power plant,23,Gensim,50.08855171013904,1,power_plant
belief that,23,Gensim,24.759688950206947,2,
international trade,23,Gensim,23.945004204942425,1,international_trade
since then,23,Gensim,29.623199279711883,2,
attack on,23,Gensim,11.62446561694009,3,
dealing with,23,Gensim,54.1291472443104,2,
they wo,23,Gensim,10.2699154790848,2,
mr. hurley,23,Gensim,40.07924799003817,1,mr_hurley
reluctant to,23,Gensim,12.12377478075024,2,
reserve board,23,Gensim,309.41849529780563,1,federal_reserve_board
more difficult,23,Gensim,35.47459028177113,3,
last night,23,Gensim,48.00218844984802,3,
they 'll,23,Gensim,19.35768241381452,2,
suggests that,23,Gensim,13.50528488193106,2,
hard currency,23,Gensim,108.78127181222038,1,hard_currency
to acquire,23,Gensim,11.287652382077807,2,
mr. gorbachev,23,Gensim,54.77497225305216,1,mikhail_gorbachev
east german,23,NER,,1,east_germany
foreign minister,23,Gensim,28.830616894497023,1,foreign_minister
pleaded guilty,23,Gensim,5566.043233082706,1,pleaded_guilty
accounts for,23,Gensim,12.134456433099617,2,
bond prices,23,Gensim,95.95071449402158,1,bond_price
talk about,23,Gensim,35.68320399113082,2,
state department,23,NER,,1,state_department
once again,23,Gensim,172.5603146853147,2,
talking about,23,Gensim,62.80243902439024,2,
three months,23,Gensim,28.05167677150436,3,
first vice,23,Gensim,15.1237269783548,1,first_vice_president
we 'd,23,Gensim,52.0341782717568,2,
fiscal year,23,Gensim,23.54227040177453,1,fiscal_year
are trying,23,Gensim,10.891531034482758,2,
carrian group,23,Gensim,166.92795535261288,1,carrian_group
world war ii,22,NER,,1,world_war_ii
lower interest,22,Gensim,38.93180805746582,1,lower_interest_rate
experts say,22,Gensim,110.2814582593951,2,
defense minister,22,Gensim,96.2628218367066,1,defense_minister
federal government,22,Gensim,10.799832786897907,1,federal_government
under way,22,Gensim,29.5884624540429,2,
would reduce,22,Gensim,25.72652383493092,2,
investments more,22,Gensim,20.45035904410905,3,
would give,22,Gensim,13.843319968319967,2,
few months,22,Gensim,48.47345477865983,3,
information about,22,Gensim,18.53544207317073,2,
focused on,22,Gensim,47.86696619597775,2,
safe haven,22,Gensim,593.9529574174366,1,safe_haven
developing countries,22,Gensim,179.97474097432269,1,developing_countries
unable to,22,Gensim,14.052557132233233,2,
s.p a.,22,Gensim,4167.850223546945,1,spa
financial services,22,Gensim,98.87141821781478,1,financial_services
says john,22,Gensim,16.55749715814901,2,
he expects,22,Gensim,12.607643584888647,2,
n't seem,22,Gensim,19.04839017280015,2,
waiting for,22,Gensim,18.492789033776813,2,
second quarter,22,Gensim,76.28552918712494,1,second_quarter
contends that,22,Gensim,18.960122169077398,2,
ranging from,22,Gensim,64.37019518482714,2,
public relations,22,Gensim,81.32686295892402,1,public_relations
war ii,22,Gensim,505.3993855606759,1,world_war_ii
private sector,22,Gensim,520.2060081845239,1,private_sector
capital markets,22,Gensim,77.52903914393436,1,capital_markets
you know,22,Gensim,41.54353219049882,2,
south china sea,22,NER,,1,south_china_sea
contend that,22,Gensim,21.922641257995732,2,
day after,22,Gensim,15.257688509653942,3,
metals analyst,22,Gensim,413.5799319727891,1,metals_analyst
far east,22,NER,,1,far_east
one point,22,Gensim,15.646343851404271,3,
ban on,22,Gensim,21.36918133749007,3,
chinese officials,22,Gensim,13.740345593365236,3,
monetary fund,21,Gensim,920.3216783216784,1,international_monetary_fund
yuri andropov,21,NER,,1,yuri_andropov
foreign affairs,21,Gensim,66.69251137040274,1,foreign_affairs
has taken,21,Gensim,12.508619481096543,2,
he believes,21,Gensim,22.6019380793522,2,
connection with,21,Gensim,41.241255043284106,2,
concluded that,21,Gensim,18.34051033348663,2,
general electric,21,Gensim,204.5159285159285,1,general_electric
've been,21,Gensim,22.584193501334227,2,
economic indicators,21,Gensim,302.9604051565378,1,economic_indicators
finance minister,21,Gensim,106.89246263807668,1,finance_minister
restrictions on,21,Gensim,23.464199115675367,3,
argued that,21,Gensim,21.29865716146834,2,
yet another,21,Gensim,53.40719097475854,2,
pick up,21,Gensim,108.85525227460712,1,pick_up
south korean,21,NER,,1,south_korea
is considering,21,Gensim,14.146885489085305,2,
're going,21,Gensim,94.97095435684648,2,
securities inc.,21,Gensim,48.133274815302464,3,
no matter,21,Gensim,82.8766195941372,2,
handful of,21,Gensim,12.21605465414176,2,
mr. mak,21,Gensim,56.179458721079136,1,mr_mak
markets yesterday,21,Gensim,25.462354773490176,3,
nine months,21,Gensim,155.50750324943874,3,
last september,21,Gensim,58.18447084830064,3,
dollar eased,21,Gensim,97.72843723313407,3,
to arrange,21,Gensim,10.033468784069164,2,
futures trading,21,Gensim,41.89139292080469,1,futures_trading
york city,21,Gensim,30.92246240601504,1,new_york_city
soviet leadership,21,Gensim,77.7744289808823,1,soviet_leadership
united states,21,Gensim,219.8930659983292,1,united_states
weird al,21,Gensim,6289.414575866188,1,weird_al_yankovic
west germany's,21,NER,,1,west_germany
i 'll,21,Gensim,34.8090351248413,2,
believes that,21,Gensim,10.480291619135215,2,
abc news,21,NER,,1,abc_news
raw materials,21,Gensim,2580.5098039215686,1,raw_materials
to ensure,21,Gensim,10.391806954928777,2,
followed by,21,Gensim,19.01649056262982,2,
soviet bloc,20,Gensim,111.2890677851441,1,soviet_bloc
doubt that,20,Gensim,11.053432567056673,2,
mr. goldfarb,20,Gensim,45.6458102108768,1,mr_goldfarb
economist at,20,Gensim,23.738798539661467,3,
controlled by,20,Gensim,21.91962283090015,2,
tuesday gold,20,Gensim,70.32238529495582,3,
italy 's,20,Gensim,10.2762380896855,1,italy
million metric,20,Gensim,65.00217322585743,3,
social security,20,NER,,1,social_security
grand jury,20,Gensim,1575.7423371647508,1,grand_jury
to establish,20,Gensim,10.1031456506252,2,
life insurance,20,Gensim,154.2643473368342,1,life_insurance
to curb,20,Gensim,13.63924662834402,2,
exchange commission,20,Gensim,42.89709512551283,1,securities_and_exchange_commission
billions of,20,Gensim,10.536347139197268,2,
has begun,20,Gensim,26.2021374872579,2,
prices rose,20,Gensim,26.65297624833933,3,
three weeks,20,Gensim,42.3333762223366,3,
failing to,20,Gensim,10.911397302675216,2,
was named,20,Gensim,18.302607863643445,2,
you 'll,20,Gensim,51.16025335351316,2,
totaled $,20,Gensim,36.374273100479805,2,
abc tv,20,Gensim,46.71385165833712,1,abc_news
jesse jackson,20,NER,,1,jesse_jackson
relations between,20,Gensim,62.11736941472624,3,
too many,20,Gensim,19.03955881161534,2,
trade surplus,20,Gensim,248.95202784503635,1,trade_surplus
mr. reilly,20,Gensim,57.057262763596,1,mr_reilly
gen. buhari,20,Gensim,2053.776529338327,1,muhammadu_buhari
relationship with,20,Gensim,26.53389570799529,2,
we want,20,Gensim,14.74301717699776,2,
at stake,20,Gensim,15.59978189749182,1,at_stake
tax increases,20,Gensim,79.24253371868978,1,tax_increase
assistant secretary,20,Gensim,261.5381558028617,1,assistant_secretary
stronger dollar,20,Gensim,75.25962242283762,1,strong_dollar
be done,20,Gensim,13.825127810070732,2,
take advantage,20,Gensim,274.1791666666667,1,take_advantage
are scheduled,20,Gensim,13.1606,2,
national security,19,Gensim,67.89814268867924,1,national_security
kong tuesday,19,Gensim,50.77839756592292,3,
sir iain,19,Gensim,3068.7608261159226,1,sir_iain_sutherland
common shares,19,Gensim,126.37757901668132,1,common_shares
oil companies,19,Gensim,12.530426929124436,1,oil_companies
friday gold,19,Gensim,28.73045376578824,3,
man who,19,Gensim,15.389017700238542,2,
two men,19,Gensim,28.484033343227463,3,
oil minerals,19,Gensim,299.7663673044384,1,oil_and_minerals
be reached,19,Gensim,13.523810921902523,2,
united states,19,NER,,1,united_states
managing director,19,Gensim,592.3623971193416,1,managing_director
two days,19,Gensim,14.545038302924665,3,
monetary policy,19,Gensim,199.619068255688,1,monetary_policy
two thirds,19,Gensim,215.8789895486713,1,two_thirds
negotiations with,19,Gensim,12.505083521787878,3,
in anticipation,19,Gensim,10.711094988617363,2,
among those,19,Gensim,31.71665633822213,2,
three days,19,Gensim,28.16220347273172,3,
bache securities,19,Gensim,619.114247311828,1,bache_securities
hedge against,19,Gensim,271.7367706919946,1,hedge_against_inflation
prime rate,19,Gensim,61.84409446704529,1,prime_rate
chief economist,19,Gensim,243.6374695863747,1,chief_economist
worry that,19,Gensim,10.135545184295244,2,
more important,19,Gensim,15.530459351567137,3,
late yesterday,19,Gensim,25.055128560782844,3,
defense spending,19,Gensim,101.92534076827758,1,defense_spending
almost all,19,Gensim,21.80021013573633,2,
no doubt,19,Gensim,120.4300878477306,2,
chemical weapons,19,Gensim,239.19665576154125,1,chemical_weapons
deficit reduction,19,Gensim,317.88888888888886,1,deficit_reduction
against inflation,19,Gensim,30.940325375821164,1,hedge_against_inflation
net loss,19,Gensim,169.41446908676303,1,net_loss
arguing that,19,Gensim,24.0719198127012,2,
absence of,19,Gensim,11.17491363248195,2,
will begin,19,Gensim,18.088395837423917,2,
officials believe,19,Gensim,34.233933601385345,2,
tax benefits,19,Gensim,82.94545585507716,1,tax_benefits
tax bill,19,Gensim,41.66743557039087,1,tax_bill
one reason,19,Gensim,21.40929584011155,2,
press agency,19,Gensim,102.39207753523316,1,press_agency
a variety,19,Gensim,10.042032470519498,2,
look more,19,Gensim,17.524234538592648,3,
lower than,19,Gensim,17.01743043343333,2,
have begun,19,Gensim,25.147460255066388,2,
an independent,19,Gensim,17.84045795909198,3,
tends to,19,Gensim,13.399961599776582,2,
trade commission,19,Gensim,49.53766239353008,1,trade_commission
foreign investors,19,Gensim,18.70094068832239,1,foreign_investors
and soybeans,19,Gensim,12.608492141265607,3,
drug administration,19,Gensim,85.83426505664877,1,food_and_drug_administration
budget deficits,19,Gensim,299.6493624772313,1,budget_deficit
soviet military,19,Gensim,14.875825141129814,1,soviet_military
spending cuts,19,Gensim,251.54051987767585,1,spending_cuts
industries inc.,19,Gensim,65.69132474792852,3,
international monetary fund,19,NER,,1,international_monetary_fund
new york stock exchange,19,NER,,1,new_york_stock_exchange
million barrels,19,Gensim,70.1481786062378,3,
can take,19,Gensim,14.502038567493113,2,
take effect,19,Gensim,86.50159624413145,1,take_effect
difference between,19,Gensim,198.93798047853505,2,
a hedge,18,Gensim,11.757286463931214,3,
strengthened against,18,Gensim,116.07042062415198,3,
first half,18,Gensim,25.24103886600493,1,first_half
supply measure,18,Gensim,258.7534785238959,1,money_supply_measure
col qadhafi,18,Gensim,5672.672413793103,1,muammar_gaddafi
analysts believe,18,Gensim,78.38140702596712,2,
special economic,18,Gensim,46.06415516999989,1,special_economic_zone
interest payments,18,Gensim,56.65233976608962,1,interest_payments
wednesday gold,18,Gensim,59.40961177859573,3,
hongkong shanghai,18,Gensim,2219.6133886870784,1,hsbc
mr. siles,18,Gensim,49.44962772844988,1,hernan_siles_zuazo
armed forces,18,Gensim,1014.514943074004,1,armed_forces
than half,18,Gensim,16.04752507194231,2,
new york's,18,NER,,1,new_york
last july,18,Gensim,33.092417794970984,3,
several months,18,Gensim,38.15108998144712,3,
law firm,18,Gensim,75.51278203453268,1,law_firm
current month,18,Gensim,28.25039794455856,1,current_month
took over,18,Gensim,26.58029655223844,1,takeover
his father,18,Gensim,40.12528612705918,3,
blood bank,18,Gensim,32.78448460878097,1,blood_bank
exchange trading,18,Gensim,10.257652718621694,1,exchange_trading
pork bellies,18,Gensim,6289.992647058824,1,pork_bellies
closely held,18,Gensim,430.6045504882714,1,closely_held
services inc.,18,Gensim,56.06274494383495,3,
iran iraq,18,Gensim,415.58443451224247,1,iran_iraq_war
guillot lara,18,Gensim,13201.219135802468,1,rodrigo_borja_cevalles
shares outstanding,18,Gensim,398.9920708955224,1,shares_outstanding
cable & wireless,18,NER,,1,cable_and_wireless
oil co.,18,Gensim,11.691787693157186,3,
seen as,18,Gensim,10.956771780618388,2,
world bank,18,NER,,1,world_bank
aided by,18,Gensim,41.38633548786624,2,
national product,18,Gensim,71.54414224541684,1,gross_national_product
multi vest,18,Gensim,8554.39,1,multi_vest
kong telephone,18,Gensim,57.57430340557276,1,hong_kong_telephone
martial law,18,Gensim,801.8738282714661,1,martial_law
central banks,18,Gensim,33.5655821326553,1,central_bank
mr. haig,18,Gensim,53.94504843103622,1,alexander_haig
gross national,18,Gensim,272.6411907190209,1,gross_national_product
silicon valley,18,NER,,1,silicon_valley
annual report,18,Gensim,106.4508461921354,1,annual_report
convinced that,18,Gensim,12.772855410821045,2,
work out,18,Gensim,14.605811324878262,1,work_out
ended march,18,Gensim,179.78961748633878,3,
hard line,18,Gensim,143.08349780885158,1,hard_line
light trading,18,Gensim,68.8559676744261,1,light_trading
this spring,18,Gensim,41.64179177132621,3,
tender offer,18,Gensim,772.6147037572255,1,tender_offer
months after,18,Gensim,13.398558397133083,3,
intervention by,18,Gensim,20.69316774393312,2,
calling for,18,Gensim,14.470417684432746,2,
tokyo tuesday,18,Gensim,149.88768573030558,3,
socialist government,18,Gensim,34.686521774389746,1,socialist_government
come up,18,Gensim,14.323059509816725,2,
long time,18,Gensim,13.50397491917559,3,
engaged in,18,Gensim,14.42172432395981,2,
recent days,17,Gensim,37.13697161239348,3,
thursday gold,17,Gensim,53.4911258637041,3,
investors who,17,Gensim,10.49135459321282,2,
quarter net,17,Gensim,81.87507776533533,1,quarterly_net_income
be seen,17,Gensim,11.70438004891425,2,
right now,17,Gensim,31.090969225438627,2,
banking system,17,Gensim,58.12557968347441,1,banking_system
government owned,17,Gensim,22.29124086767014,1,state_owned
is unlikely,17,Gensim,14.227265520273289,2,
kong thursday,17,Gensim,41.38379942140791,3,
has received,17,Gensim,10.996306879898398,2,
know how,17,Gensim,58.98969072164948,2,
financial markets,17,Gensim,36.14953579080372,1,financial_markets
official news,17,Gensim,29.656130757443737,1,official_news_agency
regulatory commission,17,Gensim,323.25036842967086,1,regulatory_commission
filled with,17,Gensim,40.095664625415104,2,
rates make,17,Gensim,13.55314423416898,3,
probably would,17,Gensim,11.861668248951483,2,
will provide,17,Gensim,11.68135151927572,2,
salomon brothers,17,NER,,1,salomon_brothers
bank of boston,17,NER,,1,bank_of_boston
benefit from,17,Gensim,17.632573220075564,2,
banks lend,17,Gensim,200.6189024390244,1,banks_lend
price increases,17,Gensim,60.9287037037037,1,price_increase
mr. testa,17,Gensim,28.089729360539568,1,mr_testa
tokyo wednesday,17,Gensim,134.86985037917606,3,
down payment,17,Gensim,182.1536332179931,1,down_payment
which makes,17,Gensim,18.15906394017165,2,
supreme court,17,NER,,1,supreme_court
york based,17,Gensim,10.106538745085189,3,
looks like,17,Gensim,165.5560214693056,2,
many analysts,17,Gensim,19.080799733228943,3,
paine webber,17,Gensim,13661.52249134948,1,paine_webber
tokyo thursday,17,Gensim,131.5533786485406,3,
emphasis on,17,Gensim,31.28559882090049,2,
illegal aliens,17,Gensim,2182.520729684909,1,illegal_immigrant
commerce department,17,NER,,1,commerce_department
military aid,17,Gensim,83.36176681727967,1,military_aid
picked up,17,Gensim,112.60888166338668,1,pick_up
composite trading,17,Gensim,263.3173269307723,1,composite_trading
a handful,17,Gensim,10.85287981285958,2,
met with,17,Gensim,16.40277189221527,2,
taipei taiwan,17,Gensim,413.98553004089337,1,taipei
inflation rate,17,Gensim,48.02320772617802,1,inflation_rate
supply side,17,Gensim,223.18711136235163,1,supply_side_economics
mr. palladin,17,Gensim,60.86108028116907,1,mr_palladin
about half,17,Gensim,10.846707948944774,2,
broadcasting co.,17,Gensim,69.32956381260098,1,broadcasting_company
attached to,17,Gensim,12.12377478075024,2,
associated with,17,Gensim,33.83071702769399,2,
you 've,17,Gensim,35.78000108748844,2,
what happened,17,Gensim,101.37054534250797,2,
strength yesterday,17,Gensim,39.13079675312447,3,
u.s. attorney,17,Gensim,16.201849093304116,1,us_attorney
affected by,17,Gensim,30.56221697565507,2,
pre tax,17,Gensim,138.31424067262216,1,pre_tax
timothy f. hurley,17,NER,,1,timothy_f_hurley
most recent,17,Gensim,12.378990537464492,3,
latin america,17,NER,,1,latin_america
three times,17,Gensim,40.51908866995073,3,
state department,17,NER,,1,state_department
indicates that,17,Gensim,14.14839368583254,2,
major currencies,17,Gensim,37.34880949002469,1,major_currencies
tighten credit,17,Gensim,150.87240628224234,1,tighten_credit
lease on,17,Gensim,17.972578046049218,3,
last november,17,Gensim,32.62284651931419,3,
timothy f.,17,Gensim,3825.755813953489,1,timothy_f_hurley
month fell,17,Gensim,33.40112516391016,3,
ms. goldberg,17,Gensim,3032.3963133640555,1,ms_goldberg
familiar with,17,Gensim,28.48902486542652,2,
new york city,17,NER,,1,new_york_city
f. hurley,17,Gensim,2239.4668179239934,1,timothy_f_hurley
i want,17,Gensim,14.515367647058824,2,
caused by,17,Gensim,14.45510262362064,2,
mr. stevenson,17,Gensim,39.12498018075154,1,mr_stevenson
mr. ragab,16,Gensim,50.21039123196448,1,mr_ragab
star wars,16,Gensim,2773.3065134099616,1,strategic_defense_initiative
industrial average,16,Gensim,96.33124833643863,1,dow_jones_industrial_average
front runner,16,Gensim,2033.238764044944,1,front_runner
by contrast,16,Gensim,21.316039013817395,2,
income tax,16,Gensim,35.945066841467536,1,income_tax
oil price,16,Gensim,11.340367863633515,1,oil_price
free market,16,Gensim,23.19977564102564,1,free_market
mr. regan,16,Gensim,27.1407520172781,1,donald_regan
york times,16,Gensim,24.043134832057824,1,new_york_times
democratic party,16,Gensim,34.86671483622351,1,democratic_party
described as,16,Gensim,17.683792631681815,2,
mama malone,16,Gensim,8377.69675925926,1,mama_malone
state run,16,Gensim,30.460249461352007,1,state_run
mr. guillot,16,Gensim,55.78932359107165,1,rodrigo_borja_cevalles
work force,16,Gensim,59.7340232389252,1,workforce
basic u.s.,16,Gensim,15.20114664930592,3,
orange juice,16,Gensim,5426.034482758621,1,orange_juice
i know,16,Gensim,17.146589789266223,2,
prices fell,16,Gensim,31.688687505472373,3,
motor co.,16,Gensim,139.20936225863528,1,motor_company
chicken pox,16,Gensim,6854.479166666666,1,chicken_pox
they expect,16,Gensim,13.368516897345256,2,
come out,16,Gensim,15.310856717390292,2,
hurley said,16,Gensim,22.70962620868812,1,timothy_f_hurley
central committee,16,Gensim,54.798470739647215,1,central_committee
were killed,16,Gensim,26.243328885923948,3,
mr. bounds,16,Gensim,55.78932359107165,1,mr_bounds
profit rose,16,Gensim,42.218314377369495,3,
compete with,16,Gensim,19.458190185863213,2,
to pursue,16,Gensim,11.11346021568772,2,
government securities,16,Gensim,13.01820451210037,1,government_securities
argues that,16,Gensim,14.642826798509486,2,
good news,16,Gensim,35.50846709312821,3,
mr. cicconi,16,Gensim,59.07104850819351,1,mr_cicconi
banking corp.,16,Gensim,37.726751519321176,1,banking_corporation
conic 's,16,Gensim,12.692055465155429,3,
mr. devoe,16,Gensim,21.36612392849553,1,mr_devoe
go out,16,Gensim,13.954913687067906,2,
control over,16,Gensim,17.219687309683312,2,
and treasurer,16,Gensim,12.8786741157213,2,
responsibility for,16,Gensim,13.162514547570556,2,
peat marwick,16,NER,,1,peat_marwick
warsaw pact,16,NER,,1,warsaw_pact
cut off,16,Gensim,34.07876647834275,1,cut_off
dalai lama,16,Gensim,13305.75367647059,1,dalai_lama
business executives,16,Gensim,47.94739143106966,1,business_executives
last august,16,Gensim,48.12719414893618,3,
new orleans,16,NER,,1,new_orleans
latin american,16,NER,,1,latin_american
south african,16,NER,,1,south_african
floating rate,16,Gensim,317.58204633204633,1,floating_rate
nearly all,16,Gensim,16.244153897252218,2,
british caledonian,16,NER,,1,british_caledonian
administration official,16,Gensim,21.6955507864953,1,administration_official
attacks on,16,Gensim,16.83301240907146,3,
kong based,16,Gensim,10.61488127361036,3,
soviet leaders,16,Gensim,22.58195647290788,1,soviet_leader
nuclear arms,16,Gensim,58.449047157622736,1,nuclear_weapons
right wing,16,Gensim,517.3191823899372,1,right_wing
economic policy,16,Gensim,18.77501102378544,1,economic_policy
kong friday,16,Gensim,17.464483906770255,3,
kong wednesday,16,Gensim,38.89149777558082,3,
foreign bankers,16,Gensim,22.51858834363081,1,foreign_bankers
other things,16,Gensim,21.1375131409882,2,
two sides,16,Gensim,55.56491233457181,1,two_sides
soares kemp,16,Gensim,6031.941666666667,1,soares_kemp
sir james,16,Gensim,381.7684599156118,1,sir_james_goldsmith
larger than,16,Gensim,35.89978474998264,2,
financial institutions,16,Gensim,151.6134640358594,1,financial_institutions
ago when,16,Gensim,13.141485112563544,2,
accounting firm,16,Gensim,257.61015018862554,1,accounting_firm
rumors that,16,Gensim,11.071405628141315,2,
presidential campaign,16,Gensim,86.5601157590108,1,presidential_campaign
not yet,16,Gensim,15.85850685315666,2,
limits on,15,Gensim,14.97714837170768,3,
gold price,15,Gensim,10.070860116314662,1,gold_price
go into,15,Gensim,15.89106663317942,2,
you want,15,Gensim,18.96340057636888,2,
finance committee,15,Gensim,56.59012727898177,1,finance_committee
federal reserve board,15,NER,,1,federal_reserve_board
would require,15,Gensim,22.500752270489112,2,
kong unit,15,Gensim,14.508113590263692,3,
previous year,15,Gensim,12.762610746481714,3,
national broadcasting,15,Gensim,84.34551886792453,1,national_broadcasting_company
asked about,15,Gensim,10.201825702467552,2,
million compared,15,Gensim,14.189264951957082,3,
very very,15,Gensim,31.149349112426037,2,
provision would,15,Gensim,31.667725417725418,3,
coca cola,15,Gensim,12902.549019607844,1,coca_cola
price index,15,Gensim,60.325449211587824,1,price_index
hepatitis b,15,Gensim,3515.117521367521,1,hepatitis_b
ties with,15,Gensim,13.07467324741797,3,
worried about,15,Gensim,44.73108192620388,2,
says richard,15,Gensim,21.7562223926786,2,
last summer,15,Gensim,27.185705432761825,3,
worry about,15,Gensim,30.605477107402653,2,
federal budget,15,Gensim,29.18662621531474,1,federal_budget
had planned,15,Gensim,25.21110464047079,2,
third quarter,15,Gensim,54.01480824796428,1,third_quarter
to convince,15,Gensim,10.1031456506252,2,
sales rose,15,Gensim,22.085842210900108,3,
comes from,15,Gensim,13.30385592055251,2,
into account,15,Gensim,51.2676078284717,1,take_into_account
insurance companies,15,Gensim,30.75366409930457,1,insurance_companies
noting that,15,Gensim,19.65054678587853,2,
annuity holders,15,Gensim,2848.614718614718,1,annuity_holders
federal judge,15,Gensim,79.12818662818663,1,federal_judge
san diego,15,NER,,1,san_diego
until after,15,Gensim,13.543669137896256,2,
shanghai banking,15,Gensim,383.9596218928696,1,hsbc
international banks,15,Gensim,12.762016694594427,1,international_banks
eight years,15,Gensim,30.335426290118846,3,
editorial page,15,Gensim,1318.1690705128203,1,editorial_page
four months,15,Gensim,25.973774788429964,3,
look like,15,Gensim,41.01613144509823,2,
he sees,15,Gensim,19.776695819433176,2,
a gallon,15,Gensim,11.556307208137516,3,
n't comment,15,Gensim,11.319271471231785,2,
mr. smith,15,Gensim,14.724454906734453,1,mr_smith
refuses to,15,Gensim,12.12377478075024,2,
regarded as,15,Gensim,41.33873602211333,2,
acli international,15,Gensim,330.46906388107675,1,acli_international
department official,15,Gensim,25.32365074966904,1,department_official
personal computer,15,Gensim,149.79057591623038,1,personal_computer
stemmed from,15,Gensim,57.91090224240504,2,
donald duck,15,NER,,1,donald_duck
dominated by,15,Gensim,24.0918377060344,2,
much less,15,Gensim,16.061734783542597,2,
very good,15,Gensim,32.97569531445753,3,
he noted,15,Gensim,10.85306477895723,2,
bulk of,15,Gensim,10.975361603330484,2,
industrial production,15,Gensim,73.70077505488105,1,industrial_production
been trying,15,Gensim,12.898300167787866,2,
anti soviet,15,Gensim,29.165410867830865,1,anti_soviet
standard poor,15,Gensim,285.5041652204096,1,standard_and_poors
worked out,15,Gensim,43.51877570995861,1,work_out
south korea's,15,NER,,1,south_korea
nuclear regulatory,15,Gensim,137.12386429940818,1,nuclear_regulatory_commission
past decade,15,Gensim,180.39092055485497,3,
mr. papandreou,15,Gensim,41.49619110079709,1,andreas_papandreou
paper plates,15,Gensim,1697.703818369453,3,
tax free,15,Gensim,32.50975742305222,1,tax_free
on behalf,15,Gensim,23.464199115675367,2,
metalworkers strike,15,Gensim,944.6310651737008,1,metalworkers_strike
turned out,15,Gensim,32.742697915111705,2,
he wrote,15,Gensim,15.343988135767118,2,
mr. marcos,15,Gensim,14.96583941340223,1,ferdinand_marcos
rose sharply,15,Gensim,94.89631103804332,3,
be completed,15,Gensim,17.027558545736834,2,
television sets,15,Gensim,251.07982295482296,1,television_sets
eastern europe,15,NER,,1,eastern_europe
middle south,15,NER,,1,middle_south
east european,15,NER,,1,eastern_europe
ap china,14,Gensim,57.08762290341238,3,
will allow,14,Gensim,11.843592512598992,2,
intelligence agency,14,Gensim,133.25240752407524,1,intelligence_agency
phibro salomon,14,Gensim,3628.8419117647054,1,phibro_salomon
industrial development,14,Gensim,80.23234074836752,1,industrial_development
international business,14,Gensim,10.930408109025944,1,international_business
other currencies,14,Gensim,14.49823982452103,1,major_currencies
high level,14,Gensim,34.2118124155142,3,
weaker dollar,14,Gensim,87.197355634736,1,weaker_dollar
personal computers,14,Gensim,271.0421052631579,1,personal_computer
high school,14,Gensim,60.554907975460125,1,high_school
bad news,14,Gensim,84.14227665378495,1,bad_news
headed by,14,Gensim,17.069323310871184,2,
anti plaque,14,Gensim,658.761957730812,1,anti_plaque
how many,14,Gensim,11.48995983935743,2,
were found,14,Gensim,10.913850485959331,2,
insisted that,14,Gensim,11.98049465332594,2,
auto workers,14,Gensim,165.16817269076304,1,auto_workers
heating oil,14,Gensim,250.5190355329949,1,heating_oil
past three,14,Gensim,17.074933687002652,3,
has changed,14,Gensim,14.17129689451695,2,
ever since,14,Gensim,41.47247899159664,2,
hanover trust,14,Gensim,587.5267857142857,1,hanover_trust
ensure that,14,Gensim,13.264119080468008,2,
years later,14,Gensim,13.709529563731824,3,
contended that,14,Gensim,19.54712285542654,2,
soviet union's,14,NER,,1,soviet_union
economic policies,14,Gensim,48.69006511444357,1,economic_policy
soft drinks,14,Gensim,2340.818181818181,1,soft_drinks
bank los,14,Gensim,19.22565251266069,3,
electronic chemicals,14,Gensim,853.8451557093425,1,electronic_chemicals
air force,14,NER,,1,air_force
negotiating with,14,Gensim,16.915358513846996,2,
says robert,14,Gensim,13.461662605469886,2,
ethylene dibromide,14,Gensim,15107.831632653062,1,ethylene_dibromide
all around,14,Gensim,15.219962375871216,2,
next few,14,Gensim,26.0198325175962,3,
also agreed,14,Gensim,10.69078994873276,2,
executives say,14,Gensim,31.591505569069263,2,
current equivalent,14,Gensim,59.62216852914527,3,
sen. glenn,14,Gensim,209.25270298918804,1,john_glenn
second largest,14,Gensim,64.34452411994785,3,
eased against,14,Gensim,87.34396200814112,3,
mr. eiszner,14,Gensim,51.35153648723641,1,mr_eiszner
built by,14,Gensim,10.418937605336955,2,
do something,14,Gensim,28.9105580723268,2,
mr. ogata,14,Gensim,29.343735135563666,1,mr_ogata
summer olympics,14,Gensim,209.84586492807028,1,summer_olympics
days before,14,Gensim,18.851846900187173,3,
television networks,14,Gensim,114.08287101248268,1,television_networks
dean witter,14,Gensim,7118.112980769231,1,dean_witter
debate over,14,Gensim,40.52518852043959,3,
stood at,14,Gensim,33.88918136351671,2,
above all,14,Gensim,30.116095765021765,2,
mao 's,14,Gensim,11.95780432254313,1,mao_zedong
deng xiaoping,14,NER,,1,deng_xiaoping
manufacturers hanover trust co.,14,NER,,1,hanover_trust
dependent on,14,Gensim,35.19629867351305,2,
steel industry,14,Gensim,43.97420475808608,1,steel_industry
