candidate_phrase,frequency,source,score,action_code,standard_form
one point,22,Gensim,15.646343851404273,,
ban on,22,Gensim,21.36918133749007,,
chinese officials,22,Gensim,13.740345593365236,,
monetary fund,21,Gensim,920.3216783216783,,
yuri andropov,21,NER,,,
foreign affairs,21,Gensim,66.69251137040274,,
has taken,21,Gensim,12.508619481096545,,
he believes,21,Gensim,22.6019380793522,,
connection with,21,Gensim,41.241255043284106,,
concluded that,21,Gensim,18.34051033348663,,
general electric,21,Gensim,204.51592851592852,,
've been,21,Gensim,22.584193501334227,,
economic indicators,21,Gensim,302.9604051565378,,
finance minister,21,Gensim,106.89246263807667,,
restrictions on,21,Gensim,23.464199115675367,,
argued that,21,Gensim,21.29865716146834,,
yet another,21,Gensim,53.40719097475854,,
pick up,21,Gensim,108.85525227460711,,
south korean,21,NER,,,
is considering,21,Gensim,14.146885489085305,,
're going,21,Gensim,94.97095435684648,,
securities inc.,21,Gensim,48.133274815302464,,
no matter,21,Gensim,82.8766195941372,,
handful of,21,Gensim,12.21605465414176,,
mr. mak,21,Gensim,56.179458721079136,,
markets yesterday,21,Gensim,25.462354773490176,,
nine months,21,Gensim,155.50750324943874,,
last september,21,Gensim,58.184470848300634,,
dollar eased,21,Gensim,97.72843723313407,,
to arrange,21,Gensim,10.033468784069164,,
futures trading,21,Gensim,41.891392920804684,,
york city,21,Gensim,30.92246240601504,,
soviet leadership,21,Gensim,77.7744289808823,,
united states,21,Gensim,219.89306599832918,,
weird al,21,Gensim,6289.414575866188,,
west germany's,21,NER,,,
i 'll,21,Gensim,34.8090351248413,,
believes that,21,Gensim,10.480291619135217,,
abc news,21,NER,,,
raw materials,21,Gensim,2580.5098039215686,,
to ensure,21,Gensim,10.391806954928777,,
followed by,21,Gensim,19.01649056262982,,
soviet bloc,20,Gensim,111.2890677851441,,
doubt that,20,Gensim,11.053432567056673,,
mr. goldfarb,20,Gensim,45.6458102108768,,
economist at,20,Gensim,23.738798539661467,,
controlled by,20,Gensim,21.91962283090015,,
tuesday gold,20,Gensim,70.32238529495582,,
italy 's,20,Gensim,10.276238089685501,,
million metric,20,Gensim,65.00217322585743,,
social security,20,NER,,,
grand jury,20,Gensim,1575.7423371647508,,
to establish,20,Gensim,10.1031456506252,,
life insurance,20,Gensim,154.2643473368342,,
to curb,20,Gensim,13.63924662834402,,
exchange commission,20,Gensim,42.89709512551283,,
billions of,20,Gensim,10.536347139197268,,
has begun,20,Gensim,26.2021374872579,,
prices rose,20,Gensim,26.65297624833933,,
three weeks,20,Gensim,42.3333762223366,,
failing to,20,Gensim,10.911397302675216,,
was named,20,Gensim,18.302607863643445,,
you 'll,20,Gensim,51.160253353513156,,
totaled $,20,Gensim,36.374273100479805,,
abc tv,20,Gensim,46.71385165833712,,
jesse jackson,20,NER,,,
relations between,20,Gensim,62.11736941472624,,
too many,20,Gensim,19.03955881161534,,
trade surplus,20,Gensim,248.95202784503633,,
mr. reilly,20,Gensim,57.057262763596,,
gen. buhari,20,Gensim,2053.776529338327,,
relationship with,20,Gensim,26.53389570799529,,
we want,20,Gensim,14.74301717699776,,
at stake,20,Gensim,15.599781897491821,,
tax increases,20,Gensim,79.24253371868978,,
assistant secretary,20,Gensim,261.5381558028617,,
stronger dollar,20,Gensim,75.25962242283762,,
be done,20,Gensim,13.825127810070732,,
take advantage,20,Gensim,274.1791666666667,,
are scheduled,20,Gensim,13.1606,,
national security,19,Gensim,67.89814268867924,,
kong tuesday,19,Gensim,50.77839756592292,,
sir iain,19,Gensim,3068.7608261159226,,
common shares,19,Gensim,126.37757901668131,,
oil companies,19,Gensim,12.530426929124435,,
friday gold,19,Gensim,28.73045376578824,,
man who,19,Gensim,15.389017700238542,,
two men,19,Gensim,28.484033343227466,,
oil minerals,19,Gensim,299.7663673044384,,
be reached,19,Gensim,13.523810921902525,,
the united states,19,NER,,,
managing director,19,Gensim,592.3623971193416,,
two days,19,Gensim,14.545038302924663,,
monetary policy,19,Gensim,199.61906825568798,,
two thirds,19,Gensim,215.87898954867134,,
negotiations with,19,Gensim,12.505083521787878,,
in anticipation,19,Gensim,10.711094988617363,,
among those,19,Gensim,31.71665633822213,,
three days,19,Gensim,28.16220347273172,,
bache securities,19,Gensim,619.114247311828,,
hedge against,19,Gensim,271.7367706919946,,
prime rate,19,Gensim,61.84409446704529,,
chief economist,19,Gensim,243.6374695863747,,
worry that,19,Gensim,10.135545184295243,,
more important,19,Gensim,15.530459351567137,,
late yesterday,19,Gensim,25.055128560782844,,
defense spending,19,Gensim,101.92534076827758,,
almost all,19,Gensim,21.80021013573633,,
no doubt,19,Gensim,120.4300878477306,,
chemical weapons,19,Gensim,239.19665576154125,,
deficit reduction,19,Gensim,317.88888888888886,,
against inflation,19,Gensim,30.940325375821164,,
net loss,19,Gensim,169.41446908676303,,
arguing that,19,Gensim,24.0719198127012,,
absence of,19,Gensim,11.17491363248195,,
will begin,19,Gensim,18.088395837423914,,
officials believe,19,Gensim,34.233933601385345,,
tax benefits,19,Gensim,82.94545585507716,,
tax bill,19,Gensim,41.66743557039087,,
one reason,19,Gensim,21.40929584011155,,
press agency,19,Gensim,102.39207753523317,,
a variety,19,Gensim,10.042032470519498,,
look more,19,Gensim,17.524234538592648,,
lower than,19,Gensim,17.01743043343333,,
have begun,19,Gensim,25.147460255066388,,
an independent,19,Gensim,17.84045795909198,,
tends to,19,Gensim,13.399961599776582,,
trade commission,19,Gensim,49.53766239353008,,
foreign investors,19,Gensim,18.70094068832239,,
and soybeans,19,Gensim,12.608492141265609,,
drug administration,19,Gensim,85.83426505664877,,
budget deficits,19,Gensim,299.6493624772313,,
soviet military,19,Gensim,14.875825141129814,,
spending cuts,19,Gensim,251.54051987767585,,
industries inc.,19,Gensim,65.69132474792852,,
the international monetary fund,19,NER,,,
the new york stock exchange,19,NER,,,
million barrels,19,Gensim,70.1481786062378,,
can take,19,Gensim,14.502038567493113,,
take effect,19,Gensim,86.50159624413145,,
difference between,19,Gensim,198.93798047853502,,
a hedge,18,Gensim,11.757286463931214,,
strengthened against,18,Gensim,116.07042062415198,,
first half,18,Gensim,25.24103886600493,,
supply measure,18,Gensim,258.7534785238959,,
col qadhafi,18,Gensim,5672.672413793103,,
analysts believe,18,Gensim,78.38140702596712,,
special economic,18,Gensim,46.06415516999989,,
interest payments,18,Gensim,56.65233976608962,,
wednesday gold,18,Gensim,59.40961177859573,,
hongkong shanghai,18,Gensim,2219.6133886870784,,
mr. siles,18,Gensim,49.449627728449876,,
armed forces,18,Gensim,1014.5149430740039,,
than half,18,Gensim,16.04752507194231,,
new york's,18,NER,,,
last july,18,Gensim,33.092417794970984,,
several months,18,Gensim,38.15108998144712,,
law firm,18,Gensim,75.51278203453268,,
current month,18,Gensim,28.25039794455856,,
took over,18,Gensim,26.580296552238437,,
his father,18,Gensim,40.12528612705918,,
blood bank,18,Gensim,32.78448460878097,,
exchange trading,18,Gensim,10.257652718621694,,
pork bellies,18,Gensim,6289.992647058824,,
closely held,18,Gensim,430.6045504882714,,
services inc.,18,Gensim,56.06274494383495,,
iran iraq,18,Gensim,415.58443451224247,,
guillot lara,18,Gensim,13201.219135802468,,
shares outstanding,18,Gensim,398.9920708955224,,
cable & wireless,18,NER,,,
oil co.,18,Gensim,11.691787693157186,,
seen as,18,Gensim,10.956771780618388,,
the world bank,18,NER,,,
aided by,18,Gensim,41.38633548786624,,
national product,18,Gensim,71.54414224541684,,
multi vest,18,Gensim,8554.39,,
kong telephone,18,Gensim,57.574303405572756,,
martial law,18,Gensim,801.8738282714661,,
central banks,18,Gensim,33.5655821326553,,
mr. haig,18,Gensim,53.94504843103622,,
gross national,18,Gensim,272.6411907190209,,
silicon valley,18,NER,,,
annual report,18,Gensim,106.45084619213539,,
convinced that,18,Gensim,12.772855410821045,,
work out,18,Gensim,14.605811324878262,,
ended march,18,Gensim,179.78961748633878,,
hard line,18,Gensim,143.08349780885158,,
light trading,18,Gensim,68.8559676744261,,
this spring,18,Gensim,41.64179177132621,,
tender offer,18,Gensim,772.6147037572255,,
months after,18,Gensim,13.398558397133083,,
intervention by,18,Gensim,20.69316774393312,,
calling for,18,Gensim,14.470417684432746,,
tokyo tuesday,18,Gensim,149.88768573030558,,
socialist government,18,Gensim,34.686521774389746,,
come up,18,Gensim,14.323059509816725,,
long time,18,Gensim,13.50397491917559,,
engaged in,18,Gensim,14.42172432395981,,
recent days,17,Gensim,37.13697161239348,,
thursday gold,17,Gensim,53.4911258637041,,
investors who,17,Gensim,10.491354593212819,,
quarter net,17,Gensim,81.87507776533533,,
be seen,17,Gensim,11.70438004891425,,
right now,17,Gensim,31.090969225438627,,
banking system,17,Gensim,58.12557968347441,,
government owned,17,Gensim,22.29124086767014,,
is unlikely,17,Gensim,14.227265520273289,,
kong thursday,17,Gensim,41.38379942140791,,
has received,17,Gensim,10.996306879898398,,
know how,17,Gensim,58.98969072164948,,
financial markets,17,Gensim,36.14953579080372,,
official news,17,Gensim,29.656130757443737,,
regulatory commission,17,Gensim,323.25036842967086,,
filled with,17,Gensim,40.095664625415104,,
rates make,17,Gensim,13.55314423416898,,
probably would,17,Gensim,11.861668248951485,,
will provide,17,Gensim,11.681351519275719,,
salomon brothers,17,NER,,,
bank of boston,17,NER,,,
benefit from,17,Gensim,17.632573220075564,,
banks lend,17,Gensim,200.6189024390244,,
price increases,17,Gensim,60.928703703703704,,
mr. testa,17,Gensim,28.089729360539568,,
tokyo wednesday,17,Gensim,134.86985037917606,,
down payment,17,Gensim,182.1536332179931,,
which makes,17,Gensim,18.15906394017165,,
the supreme court,17,NER,,,
york based,17,Gensim,10.106538745085189,,
looks like,17,Gensim,165.5560214693056,,
many analysts,17,Gensim,19.080799733228943,,
paine webber,17,Gensim,13661.52249134948,,
tokyo thursday,17,Gensim,131.5533786485406,,
emphasis on,17,Gensim,31.28559882090049,,
illegal aliens,17,Gensim,2182.520729684909,,
the commerce department,17,NER,,,
military aid,17,Gensim,83.36176681727967,,
picked up,17,Gensim,112.60888166338667,,
composite trading,17,Gensim,263.3173269307723,,
a handful,17,Gensim,10.85287981285958,,
met with,17,Gensim,16.40277189221527,,
taipei taiwan,17,Gensim,413.98553004089337,,
inflation rate,17,Gensim,48.02320772617802,,
supply side,17,Gensim,223.18711136235163,,
mr. palladin,17,Gensim,60.86108028116907,,
about half,17,Gensim,10.846707948944774,,
broadcasting co.,17,Gensim,69.32956381260098,,
attached to,17,Gensim,12.123774780750239,,
associated with,17,Gensim,33.83071702769399,,
you 've,17,Gensim,35.78000108748844,,
what happened,17,Gensim,101.37054534250797,,
strength yesterday,17,Gensim,39.13079675312447,,
u.s. attorney,17,Gensim,16.201849093304116,,
affected by,17,Gensim,30.56221697565507,,
pre tax,17,Gensim,138.31424067262216,,
timothy f. hurley,17,NER,,,
most recent,17,Gensim,12.378990537464492,,
latin america,17,NER,,,
three times,17,Gensim,40.51908866995073,,
state department,17,NER,,,
indicates that,17,Gensim,14.148393685832541,,
major currencies,17,Gensim,37.34880949002469,,
tighten credit,17,Gensim,150.87240628224234,,
lease on,17,Gensim,17.972578046049218,,
last november,17,Gensim,32.62284651931419,,
timothy f.,17,Gensim,3825.7558139534885,,
month fell,17,Gensim,33.40112516391016,,
ms. goldberg,17,Gensim,3032.3963133640555,,
familiar with,17,Gensim,28.489024865426522,,
new york city,17,NER,,,
f. hurley,17,Gensim,2239.4668179239934,,
i want,17,Gensim,14.515367647058824,,
caused by,17,Gensim,14.455102623620641,,
mr. stevenson,17,Gensim,39.12498018075154,,
mr. ragab,16,Gensim,50.21039123196448,,
star wars,16,Gensim,2773.3065134099616,,
industrial average,16,Gensim,96.33124833643863,,
front runner,16,Gensim,2033.2387640449438,,
by contrast,16,Gensim,21.316039013817395,,
income tax,16,Gensim,35.945066841467536,,
oil price,16,Gensim,11.340367863633515,,
free market,16,Gensim,23.19977564102564,,
mr. regan,16,Gensim,27.1407520172781,,
york times,16,Gensim,24.043134832057824,,
democratic party,16,Gensim,34.86671483622351,,
described as,16,Gensim,17.683792631681815,,
mama malone,16,Gensim,8377.69675925926,,
state run,16,Gensim,30.460249461352007,,
mr. guillot,16,Gensim,55.78932359107165,,
work force,16,Gensim,59.7340232389252,,
basic u.s.,16,Gensim,15.20114664930592,,
orange juice,16,Gensim,5426.034482758621,,
i know,16,Gensim,17.146589789266223,,
prices fell,16,Gensim,31.688687505472373,,
motor co.,16,Gensim,139.20936225863528,,
chicken pox,16,Gensim,6854.479166666666,,
they expect,16,Gensim,13.368516897345257,,
come out,16,Gensim,15.310856717390292,,
hurley said,16,Gensim,22.70962620868812,,
central committee,16,Gensim,54.798470739647215,,
were killed,16,Gensim,26.243328885923948,,
mr. bounds,16,Gensim,55.78932359107165,,
profit rose,16,Gensim,42.218314377369495,,
compete with,16,Gensim,19.458190185863213,,
to pursue,16,Gensim,11.11346021568772,,
government securities,16,Gensim,13.01820451210037,,
argues that,16,Gensim,14.642826798509486,,
good news,16,Gensim,35.50846709312821,,
mr. cicconi,16,Gensim,59.07104850819351,,
banking corp.,16,Gensim,37.726751519321176,,
conic 's,16,Gensim,12.692055465155427,,
mr. devoe,16,Gensim,21.366123928495526,,
go out,16,Gensim,13.954913687067906,,
control over,16,Gensim,17.219687309683312,,
and treasurer,16,Gensim,12.878674115721301,,
responsibility for,16,Gensim,13.162514547570556,,
peat marwick,16,NER,,,
warsaw pact,16,NER,,,
cut off,16,Gensim,34.07876647834275,,
dalai lama,16,Gensim,13305.75367647059,,
business executives,16,Gensim,47.94739143106966,,
last august,16,Gensim,48.12719414893618,,
new orleans,16,NER,,,
latin american,16,NER,,,
south african,16,NER,,,
floating rate,16,Gensim,317.58204633204633,,
nearly all,16,Gensim,16.244153897252218,,
british caledonian,16,NER,,,
administration official,16,Gensim,21.6955507864953,,
attacks on,16,Gensim,16.83301240907146,,
kong based,16,Gensim,10.614881273610361,,
soviet leaders,16,Gensim,22.58195647290788,,
nuclear arms,16,Gensim,58.449047157622736,,
right wing,16,Gensim,517.3191823899372,,
economic policy,16,Gensim,18.77501102378544,,
kong friday,16,Gensim,17.464483906770255,,
kong wednesday,16,Gensim,38.891497775580824,,
foreign bankers,16,Gensim,22.51858834363081,,
other things,16,Gensim,21.1375131409882,,
two sides,16,Gensim,55.56491233457181,,
soares kemp,16,Gensim,6031.941666666667,,
sir james,16,Gensim,381.7684599156118,,
larger than,16,Gensim,35.89978474998264,,
financial institutions,16,Gensim,151.6134640358594,,
ago when,16,Gensim,13.141485112563544,,
accounting firm,16,Gensim,257.61015018862554,,
rumors that,16,Gensim,11.071405628141317,,
presidential campaign,16,Gensim,86.5601157590108,,
not yet,16,Gensim,15.85850685315666,,
limits on,15,Gensim,14.977148371707681,,
gold price,15,Gensim,10.070860116314662,,
go into,15,Gensim,15.89106663317942,,
you want,15,Gensim,18.963400576368876,,
finance committee,15,Gensim,56.59012727898177,,
the federal reserve board,15,NER,,,
would require,15,Gensim,22.500752270489112,,
kong unit,15,Gensim,14.508113590263692,,
previous year,15,Gensim,12.762610746481714,,
national broadcasting,15,Gensim,84.34551886792453,,
asked about,15,Gensim,10.201825702467552,,
million compared,15,Gensim,14.189264951957082,,
very very,15,Gensim,31.149349112426034,,
provision would,15,Gensim,31.667725417725418,,
coca cola,15,Gensim,12902.549019607843,,
price index,15,Gensim,60.325449211587824,,
hepatitis b,15,Gensim,3515.1175213675215,,
ties with,15,Gensim,13.07467324741797,,
worried about,15,Gensim,44.73108192620388,,
says richard,15,Gensim,21.756222392678602,,
last summer,15,Gensim,27.185705432761825,,
worry about,15,Gensim,30.605477107402653,,
federal budget,15,Gensim,29.18662621531474,,
had planned,15,Gensim,25.21110464047079,,
third quarter,15,Gensim,54.01480824796428,,
to convince,15,Gensim,10.1031456506252,,
sales rose,15,Gensim,22.085842210900108,,
comes from,15,Gensim,13.30385592055251,,
into account,15,Gensim,51.2676078284717,,
insurance companies,15,Gensim,30.753664099304572,,
noting that,15,Gensim,19.65054678587853,,
annuity holders,15,Gensim,2848.6147186147186,,
federal judge,15,Gensim,79.12818662818663,,
san diego,15,NER,,,
until after,15,Gensim,13.543669137896257,,
shanghai banking,15,Gensim,383.9596218928696,,
international banks,15,Gensim,12.762016694594427,,
eight years,15,Gensim,30.335426290118846,,
editorial page,15,Gensim,1318.1690705128203,,
four months,15,Gensim,25.973774788429964,,
look like,15,Gensim,41.01613144509823,,
he sees,15,Gensim,19.776695819433176,,
a gallon,15,Gensim,11.556307208137516,,
n't comment,15,Gensim,11.319271471231783,,
mr. smith,15,Gensim,14.724454906734453,,
refuses to,15,Gensim,12.123774780750239,,
regarded as,15,Gensim,41.33873602211333,,
acli international,15,Gensim,330.46906388107675,,
department official,15,Gensim,25.32365074966904,,
personal computer,15,Gensim,149.79057591623038,,
stemmed from,15,Gensim,57.91090224240504,,
donald duck,15,NER,,,
dominated by,15,Gensim,24.0918377060344,,
much less,15,Gensim,16.061734783542597,,
very good,15,Gensim,32.97569531445753,,
he noted,15,Gensim,10.85306477895723,,
bulk of,15,Gensim,10.975361603330485,,
industrial production,15,Gensim,73.70077505488105,,
been trying,15,Gensim,12.898300167787866,,
anti soviet,15,Gensim,29.165410867830865,,
standard poor,15,Gensim,285.50416522040956,,
worked out,15,Gensim,43.518775709958604,,
south korea's,15,NER,,,
nuclear regulatory,15,Gensim,137.12386429940818,,
past decade,15,Gensim,180.39092055485497,,
mr. papandreou,15,Gensim,41.49619110079709,,
crst 's,15,Gensim,10.693971345363773,,
paper plates,15,Gensim,1697.703818369453,,
tax free,15,Gensim,32.50975742305222,,
on behalf,15,Gensim,23.464199115675367,,
metalworkers strike,15,Gensim,944.6310651737009,,
turned out,15,Gensim,32.742697915111705,,
he wrote,15,Gensim,15.343988135767118,,
mr. marcos,15,Gensim,14.96583941340223,,
rose sharply,15,Gensim,94.89631103804332,,
be completed,15,Gensim,17.027558545736834,,
television sets,15,Gensim,251.07982295482296,,
eastern europe,15,NER,,,
middle south,15,NER,,,
east european,15,NER,,,
ap china,14,Gensim,57.08762290341238,,
will allow,14,Gensim,11.843592512598992,,
intelligence agency,14,Gensim,133.25240752407524,,
phibro salomon,14,Gensim,3628.8419117647063,,
industrial development,14,Gensim,80.23234074836752,,
international business,14,Gensim,10.930408109025944,,
other currencies,14,Gensim,14.49823982452103,,
high level,14,Gensim,34.211812415514196,,
weaker dollar,14,Gensim,87.197355634736,,
personal computers,14,Gensim,271.0421052631579,,
high school,14,Gensim,60.554907975460125,,
bad news,14,Gensim,84.14227665378495,,
headed by,14,Gensim,17.069323310871184,,
anti plaque,14,Gensim,658.761957730812,,
how many,14,Gensim,11.48995983935743,,
were found,14,Gensim,10.913850485959333,,
insisted that,14,Gensim,11.980494653325941,,
auto workers,14,Gensim,165.16817269076304,,
heating oil,14,Gensim,250.5190355329949,,
past three,14,Gensim,17.074933687002652,,
has changed,14,Gensim,14.17129689451695,,
ever since,14,Gensim,41.47247899159664,,
hanover trust,14,Gensim,587.5267857142857,,
ensure that,14,Gensim,13.264119080468008,,
years later,14,Gensim,13.709529563731824,,
contended that,14,Gensim,19.54712285542654,,
the soviet union's,14,NER,,,
economic policies,14,Gensim,48.69006511444357,,
soft drinks,14,Gensim,2340.8181818181815,,
bank los,14,Gensim,19.225652512660695,,
electronic chemicals,14,Gensim,853.8451557093425,,
air force,14,NER,,,
negotiating with,14,Gensim,16.915358513846996,,
says robert,14,Gensim,13.461662605469886,,
ethylene dibromide,14,Gensim,15107.831632653062,,
all around,14,Gensim,15.219962375871216,,
next few,14,Gensim,26.019832517596196,,
also agreed,14,Gensim,10.69078994873276,,
executives say,14,Gensim,31.591505569069263,,
current equivalent,14,Gensim,59.62216852914527,,
sen. glenn,14,Gensim,209.25270298918804,,
second largest,14,Gensim,64.34452411994785,,
eased against,14,Gensim,87.34396200814112,,
mr. eiszner,14,Gensim,51.35153648723641,,
built by,14,Gensim,10.418937605336955,,
do something,14,Gensim,28.910558072326797,,
mr. ogata,14,Gensim,29.343735135563662,,
summer olympics,14,Gensim,209.84586492807028,,
days before,14,Gensim,18.851846900187173,,
television networks,14,Gensim,114.08287101248267,,
dean witter,14,Gensim,7118.1129807692305,,
debate over,14,Gensim,40.525188520439585,,
stood at,14,Gensim,33.88918136351671,,
above all,14,Gensim,30.116095765021765,,
mao 's,14,Gensim,11.95780432254313,,
deng xiaoping,14,NER,,,
manufacturers hanover trust co.,14,NER,,,
dependent on,14,Gensim,35.19629867351305,,
steel industry,14,Gensim,43.974204758086074,,
start up,14,Gensim,17.620454504882446,,
diplomatic relations,14,Gensim,307.6503896103896,,
do anything,14,Gensim,39.667975029471656,,
bumiputra finance,14,NER,,,
largely because,14,Gensim,32.68938223085755,,
money managers,14,Gensim,76.87266355140187,,
says michael,14,Gensim,19.580600153410742,,
jones industrial,14,Gensim,167.4850113122172,,
full time,14,Gensim,28.687053147584816,,
combined with,14,Gensim,22.553811351795996,,
referring to,14,Gensim,11.690782824294873,,
japanese banks,14,Gensim,17.70166786226686,,
rate increase,14,Gensim,23.93261832406569,,
rate futures,14,Gensim,41.338158923386196,,
german metalworkers,14,Gensim,449.474043715847,,
give them,14,Gensim,20.79740834386852,,
j. david,14,NER,,,
banking sources,14,Gensim,86.39091492589569,,
it takes,14,Gensim,11.620223211132302,,
it looks,14,Gensim,14.261183031844189,,
prudential-bache securities inc.,14,NER,,,
profit taking,14,Gensim,96.76911764705882,,
is slowing,14,Gensim,19.56249009037577,,
motion picture,14,Gensim,2274.2972350230416,,
produced by,14,Gensim,10.155167033049942,,
guaranteed by,14,Gensim,29.713266504109097,,
chinese premier,14,Gensim,70.97639022051773,,
represented by,14,Gensim,22.921662731741304,,
french government,14,Gensim,15.72328596916019,,
first place,14,Gensim,20.439946158624977,,
kharg island,14,NER,,,
kong monday,14,Gensim,26.114604462474645,,
until recently,14,Gensim,39.014664418034734,,
nuclear plants,14,Gensim,75.7575408703661,,
richard nixon,14,NER,,,
food irradiation,14,Gensim,280.0127659574468,,
moody 's,14,Gensim,23.212208390819015,,
world bank,14,NER,,,
union bank,14,NER,,,
very much,14,Gensim,14.766911856377012,,
commodity markets,14,Gensim,34.90422697911264,,
no way,14,Gensim,11.260995227320263,,
fewer than,14,Gensim,43.75910682882856,,
merrill lynch,13,NER,,,
mr. brezhnev,13,Gensim,30.430540140584537,,
mr. anastasi,13,Gensim,52.166640241002064,,
mr. berlinguer,13,Gensim,42.96076255141346,,
mr. clark,13,Gensim,15.876803551609322,,
mr. brown,13,Gensim,15.215270070292268,,
motors corp.,13,Gensim,238.9360929557008,,
mr. duck,13,Gensim,15.215270070292268,,
've seen,13,Gensim,160.7205226842523,,
part because,13,Gensim,10.039706908849569,,
mr. chiang,13,Gensim,27.04936901385292,,
mr. engen,13,Gensim,40.57405352077939,,
're not,13,Gensim,11.132295719844358,,
z holiday,13,Gensim,3365.8823529411766,,
mr. nader,13,Gensim,31.753607103218645,,
national broadcasting co.,13,NER,,,
measure would,13,Gensim,12.000401210927528,,
matheson co.,13,Gensim,157.4893795249207,,
another factor,13,Gensim,87.17938526762056,,
annual rate,13,Gensim,46.193752193752196,,
operating profit,13,Gensim,92.8437389770723,,
an investigation,13,Gensim,13.54201073227451,,
offshore oil,13,Gensim,101.2198123365636,,
nuclear industry,13,Gensim,17.57453144509211,,
nuclear cooperation,13,Gensim,111.49743720083028,,
north korea,13,NER,,,
intend to,13,Gensim,10.391806954928777,,
worries about,13,Gensim,39.87456445993031,,
would raise,13,Gensim,12.000401210927528,,
lebanese army,13,Gensim,222.30743243243245,,
all right,13,Gensim,11.869656192503337,,
little changed,13,Gensim,138.32877864200128,,
afl cio,13,Gensim,15574.674556213018,,
our own,13,Gensim,18.378159474933668,,
long run,13,Gensim,31.251424772036476,,
long way,13,Gensim,15.260435992578849,,
low level,13,Gensim,77.45174199623352,,
mrs. tuchman,13,Gensim,1200.237118103055,,
outlook for,13,Gensim,13.203776348660117,,
mrs. blumkin,13,Gensim,1275.2519379844962,,
are concerned,13,Gensim,12.386447058823528,,
chinese leader,13,Gensim,21.33482475764355,,
public sector,13,Gensim,119.59832788077063,,
evening news,13,Gensim,188.7636259323006,,
soft drink,13,Gensim,1772.4713804713806,,
shortly before,13,Gensim,138.98616538177208,,
both countries,13,Gensim,18.13291815069201,,
mory ogata,13,NER,,,
european currencies,13,Gensim,76.51066798441951,,
u.s. retail,13,Gensim,15.661787456860646,,
exchange dealer,13,Gensim,76.39075922916183,,
seven year,13,Gensim,10.293097447568993,,
executive director,13,Gensim,52.07581513137069,,
serve as,13,Gensim,14.468557607739665,,
senior metals,13,Gensim,135.64831993403422,,
senate finance,13,Gensim,56.86889637887823,,
securities firms,13,Gensim,124.86337760910816,,
sears roebuck,13,Gensim,5472.182952182952,,
says david,13,Gensim,10.552624404637811,,
ruling party,13,Gensim,65.01951484610444,,
find out,13,Gensim,17.630683492752457,,
focus on,13,Gensim,22.52563115104835,,
resulted from,13,Gensim,32.81617793736286,,
vice chairman,13,Gensim,19.28632140449603,,
reputation as,13,Gensim,18.770020680310918,,
be reduced,13,Gensim,11.819128872923216,,
futures contracts,13,Gensim,68.28870900788709,,
futures rose,13,Gensim,39.25256502028156,,
gap between,13,Gensim,207.0578980490875,,
was elected,13,Gensim,16.919744158390383,,
pulled out,13,Gensim,83.34504923846617,,
great wall,13,Gensim,38.553433325521446,,
probably wo,13,Gensim,58.07086440453603,,
bank holding,13,Gensim,23.619591162799047,,
six years,13,Gensim,12.732717043744952,,
economic zone,13,Gensim,105.37753222836095,,
has gone,13,Gensim,21.29443554520007,,
economic development,13,Gensim,29.026146601823978,,
civil rights,13,Gensim,252.11877394636016,,
to emigrate,13,Gensim,10.391806954928777,,
they 'd,13,Gensim,14.069112970040356,,
their jobs,13,Gensim,18.074271431318156,,
cbs inc.,13,NER,,,
complain that,13,Gensim,13.205167440110372,,
tokyo friday,13,Gensim,40.3761313084829,,
the food and drug administration,13,NER,,,
the air force,13,NER,,,
cos said,13,Gensim,13.022303140646336,,
carrian investments,13,Gensim,234.13271659847004,,
told him,13,Gensim,30.82613074742932,,
tax rate,13,Gensim,12.460742402938935,,
cpc international,13,Gensim,122.5153602681065,,
cpc international inc.,13,NER,,,
too early,13,Gensim,18.411068520746483,,
take place,13,Gensim,42.53931313131313,,
cut back,13,Gensim,31.447072879330946,,
david brinkley,13,NER,,,
dealings with,13,Gensim,23.281353653466834,,
decide whether,13,Gensim,190.2783199595171,,
stock prices,13,Gensim,14.06723317834429,,
stock markets,13,Gensim,20.469087798429115,,
defense system,13,Gensim,30.107177580783528,,
came up,13,Gensim,10.620024612156792,,
depend on,13,Gensim,29.638988356642567,,
trader concern,13,Gensim,124.92263882297104,,
doubts about,13,Gensim,48.124474348191754,,
east west,13,Gensim,21.652668207731097,,
we ca,13,Gensim,11.495529962571354,,
ernst whinney,13,Gensim,14462.197802197803,,
he thinks,13,Gensim,16.95145355951415,,
arms race,13,Gensim,219.34333333333333,,
presidential candidate,13,Gensim,177.34267618919282,,
howard levine,13,NER,,,
past five,13,Gensim,22.456828885400313,,
penn square,13,NER,,,
past week,13,Gensim,17.294846607223818,,
i ca,13,Gensim,14.147531819745442,,
bought contracts,12,Gensim,86.200501534546,,
sharp decline,12,Gensim,139.48912845981468,,
shearson american,12,Gensim,176.03798822899944,,
shortly after,12,Gensim,77.23874840700249,,
near term,12,Gensim,64.3289481034579,,
near future,12,Gensim,62.35393653887806,,
industrial output,12,Gensim,131.91505813620483,,
ease credit,12,Gensim,68.64694485842027,,
well known,12,Gensim,39.93662106157554,,
long ago,12,Gensim,19.04021990740741,,
british air,12,NER,,,
indicating that,12,Gensim,14.44315188762072,,
british petroleum,12,Gensim,115.89699074074073,,
european american,12,Gensim,17.945620159266937,,
elaine clifford,12,NER,,,
